brand,category,type,capacity,model_code,product_name,mrp_npr,short_description,detailed_specs,specs_list,image_url,photo_path,warranty,source,whatsapp
Videocon,Air Conditioner,air conditioner,1 Ton / 12000 BTU,AAC-12GHA,"Videocon 1.00 Ton Air Conditioner Cooling + Heating with WIFI , 4D Swing, Golden Fin, R32 Gas",70000,Color: White with Chrome Strip and Carved Design | | Heat &amp; Cold Function | | Stabilizer Free | | &nbsp;Low Noise Operation 18dB | | Vertical &amp; Horizontal Swing | | Heat &amp; Cool Operation | | 7 Stage Filtration with Blue Fin / Gold Fin | | High Efficiency Compressor | | Extreme Silent Working | | Eco &amp; Energy Saving Mode | | Quick Start &amp; Quick cooling/heating | | Dehumidification | | Eco Active Series | | 5 Year Compressor &amp; 1 Year complete Warranty,Brand: videocon; SKU: 103994869_NP-1024768337; Connecting Wire: Yes; air_conditioner_rated_capacity: 1 Ton / 12000 BTU; type_air_conditioner: Single Split System; Kit Included: Yes; Inverter: No; Room Size: 180 SqFt; Power Consumption: 1; Model: AAC-12GHA,Brand: videocon | SKU: 103994869_NP-1024768337 | Connecting Wire: Yes | air_conditioner_rated_capacity: 1 Ton / 12000 BTU | type_air_conditioner: Single Split System | Kit Included: Yes | Inverter: No | Room Size: 180 SqFt | Power Consumption: 1 | Model: AAC-12GHA,https://static-01.daraz.com.np/p/2ef49a8301c4d89dabc5c082d2136c29.jpg,photos\Videocon\AAC-12GHA.jpg,5 Years Compressor & 1 Year Full,daraz_scrape,9779765985999
Videocon,Air Conditioner,air conditioner,1 Ton / 12000 BTU,KAC-12IHA,Videocon 1.00 Ton Dual Inverter Air Conditioner Heat + Cool with Wifi,80000,No. Videocon Inverter AC 12K 1 Type Cooling &amp; Heating 2 Control type Remote 3 Power supply 220V~/50Hz/1P 4 Rated cooling capacity Btu/h 12000（3200~12600） 5 Rated Heating capacity Btu/h 12000（3200~13600） 6 Rated current Cooling A 6.6(1.3~7.3) Heating A 6.7(1.3~7.7) 8 Rated input Cooling W 1450(290～1550) Heating W 1480(290～1650) 10 11 Indoor noise level at cooling High dB(A) 18 12 Outdoor noise level dB(A) 20 13 Connecting Pipe Gas Inches 3/8&#x27;&#x27; Liquid Inches 1/4&#x27;&#x27; 15 Connecting Wiring Size x Core number 4×1.5MM ² 16 Suitable area m 2 17-25 17 Net dimensions (W x H x D) Indoor mm 786×255×199 Outdoor mm 700×287×545 19 Net weight Indoor kg 8 Outdoor kg 25.5 21 Packing dimensions (W x H x D) Indoor mm 860×322×267 Outdoor mm 796×357×592 23 Gross weight Indoor kg 10 Outdoor kg 29.5 27 Motor Rotating Speed RPM Cooling RPM 1200 heating RPM 1150 29 Indoor air circulation/Hi m 3 /h 580 30 Tube Type Triangular inner groove 31 Tube Diameter OD mm mm 7 32 34 Compressor Model 35W26PU (Inverter) 35 Tube Type Triangular inner groove 36 Tube Diameter OD mm mm 7 37 Controlling Refrigerant R410A/650g Highlights: Color: White with Chrome Strip and Carved Design | | | | | | Heat &,Brand: videocon; SKU: 122031516_NP-1033163974; Inverter: Yes; Connecting Wire: Yes; air_conditioner_rated_capacity: 1 Ton / 12000 BTU; Room Size: 150-250 sq meters; type_air_conditioner: Single Split System; Kit Included: Yes; Power Consumption: 1200; Model: KAC-12IHA; Warranty Policy EN: AS PER WARRANTY CARD,Brand: videocon | SKU: 122031516_NP-1033163974 | Inverter: Yes | Connecting Wire: Yes | air_conditioner_rated_capacity: 1 Ton / 12000 BTU | Room Size: 150-250 sq meters | type_air_conditioner: Single Split System | Kit Included: Yes | Power Consumption: 1200 | Model: KAC-12IHA | Warranty Policy EN: AS PER WARRANTY CARD,https://static-01.daraz.com.np/p/4b54eb1e1c586cd042a1a9eec3607aa7.jpg,photos\Videocon\KAC-12IHA.jpg,10 Years Brand Warranty,daraz_scrape,9779765985999
Videocon,Air Conditioner,air conditioner,1.5 Ton / 18000 BTU,1.5 Ton,Videocon 1.5 Ton Air Conditioner Non Inverter Cooling + Heating,85000,Item&nbsp; Product&nbsp; 18K Model No KAC-18GHA-N &nbsp; 1.5 TON &nbsp; &nbsp; Cool/Heat Heaat Pump Climate T1 Power 220-240V/50HZ/1P Type On/Off General&nbsp; &nbsp;Cooling Rated Capacity&nbsp; Btu/h 18000 Power Input&nbsp; W 1840 Rated Current&nbsp; A 8.21 Rated EER&nbsp; W/W 2.78 Heating Rated Capacity&nbsp; Btu/h 18000 Power Input&nbsp; W 1780 Rated Current&nbsp; A 7.94 Rated EER&nbsp; W/W 3 Max Input Consumption&nbsp; W 2550 Max current&nbsp; A 13.55 Refrigerant Type/ Charge&nbsp;&nbsp;&nbsp; g R410A Air Flow Volume&nbsp; (Hi/Mi/Lo)&nbsp;&nbsp; m 3 /h 760 Indoor Noise level (Hi/Mi/Lo)&nbsp;&nbsp; dB(A) 46 Outdoor Noise level&nbsp;&nbsp;&nbsp; dB(A) 55 &nbsp; Indoor coil b.Tube pitch(a)x row pitch(b)&nbsp;&nbsp; mm 21x12.7 c.Fin spacing&nbsp;&nbsp; mm 1.5 d.Fin type (code)&nbsp; &nbsp; BLUE FIN e.Tube outside dia.and type&nbsp; mm BLUE FIN &nbsp; Outdoor coil b.Tube pitch(a)x row pitch(b)&nbsp;&nbsp; mm 21x18.19 c.Fin spacing&nbsp; mm 1.5 d.Fin type (code)&nbsp;&nbsp; &nbsp; BLUE FIN e.Tube outside dia.and type&nbsp; mm 内螺纹管 Function&nbsp; Compressor Model&nbsp; &nbsp; 50A403VL-51KG Type&nbsp; &nbsp; R410A Brand&nbsp; &nbsp; RECHI Refrigerant piping Size Material Type &nbsp; BL,Brand: videocon; SKU: 131778851_NP-1038983630; Power Consumption: 2000; Model: 1.5 Ton; Inverter: No; Kit Included: Yes; type_air_conditioner: Single Split System; air_conditioner_rated_capacity: 1.5 Ton / 18000 BTU; Connecting Wire: Yes; Room Size: 250> sq meters,Brand: videocon | SKU: 131778851_NP-1038983630 | Power Consumption: 2000 | Model: 1.5 Ton | Inverter: No | Kit Included: Yes | type_air_conditioner: Single Split System | air_conditioner_rated_capacity: 1.5 Ton / 18000 BTU | Connecting Wire: Yes | Room Size: 250> sq meters,https://static-01.daraz.com.np/p/1f1044dfdddf407137c5268d69e26d6f.jpg,photos\Videocon\1-5-Ton.jpg,3 Years Compressor & 1 Year Full,daraz_scrape,9779765985999
Videocon,Air Cooler,air cooler,250,VD250SC,Videocon 250Ltrs VISI Chiller (VD250SC),68500,"Product Description: Introducing the Videocon 250Ltrs VISI Chiller (VD250SC), a spacious and efficient freezer designed for modern kitchens. With a generous capacity of 250 litres, this freezer offers ample storage space for all your frozen goods. The auto defrost feature ensures hassle-free maintenance, while the sleek design complements any kitchen decor. Ideal for households seeking a reliable and spacious freezer, the Videocon VISI Chiller is a must-have for keeping your frozen items fresh and organized. Highlights: Videocon 250ltrs VISI Cooler Chiller | | Model no. VD250SC | | Capacity 250ltrs | | Mechanical Temp. Control | | Low Noise Working | | Internal Fan Circulation | | Advertisement Display | | Side LED Light&nbsp; | | Lock&nbsp; | | Bottle Opener | | Castor Wheel | | Double Layer Temper Glass",Brand: videocon; SKU: 129941270_NP-1037808316; Model: VD250SC; Auto Defrost: YES; Capacity: 250,Brand: videocon | SKU: 129941270_NP-1037808316 | Model: VD250SC | Auto Defrost: YES | Capacity: 250,https://static-01.daraz.com.np/p/56d0b6449698bfcba06509348c90d750.jpg,photos\Videocon\VD250SC.jpg,2 Years Brand Warranty,daraz_scrape,9779765985999
Videocon,Air Cooler,Desert Air Cooler,60 Ltr,VC-60DESERT,Videocon 60 Litre Desert Air Cooler,14500,"Videocon 60L Desert Air Cooler with honeycomb cooling pads, motorized swing, and ice chamber.",Tank Capacity: 60L | Honeycomb Pads | Ice Chamber | 3-Speed Fan | Powerful Air Throw 35ft,Tank Capacity: 60L | Honeycomb Pads | Ice Chamber | 3-Speed Fan | Powerful Air Throw 35ft,https://static-01.daraz.com.np/p/videocon-60l-desert-cooler.jpg,,1 Year Motor Warranty,daraz_market,9779765985999
Videocon,Air Cooler,air cooler,80,VD-RUBY 80,Videocon Life Ruby  80 Ltr Turbocool Honeycomb Desert Air Cooler with Wheel,20300,"Videocon Ruby 80: The Powerhouse Desert Cooler When the temperature soars, the Videocon Ruby 80 stands as your ultimate defense against the heat. Engineered for heavy-duty cooling, this desert cooler combines a massive water reservoir with an extraordinary air throw, making it the ideal choice for large halls, expansive bedrooms, and open-plan living areas. Key Features & Benefits Massive 80L Tank Capacity: Designed for endurance. The extra-large tank provides extended cooling cycles, allowing you to enjoy a chilled atmosphere all day or night without the hassle of constant refilling. Incredible 55FT Air Throw: Experience the breeze from across the room. With a powerful air delivery system and a 16-inch heavy-duty fan blade , the Ruby 80 ensures a reach of up to 55 feet . 3-Sided Honeycomb Cooling: High-density honeycomb pads on three sides maximize the evaporation surface area, ensuring the air is not just circulated, but significantly cooled. Dedicated Top Ice Chamber: For those blistering afternoons, the top-loading ice chamber allows you to add ice cubes directly to the water flow for an instant, icy-cold blast of air. Smart Humidity Control: Stay comfortable, not clammy. The b","Brand: videocon; SKU: 1517685230_NP-12336463887; Air Cooler Features: Portable,Timer,Wheels included; Capacity: 80; Country Of Origin: India; Fan Speed (RPM): High; Model: VD-RUBY 80","Brand: videocon | SKU: 1517685230_NP-12336463887 | Air Cooler Features: Portable,Timer,Wheels included | Capacity: 80 | Country Of Origin: India | Fan Speed (RPM): High | Model: VD-RUBY 80",https://static-01.daraz.com.np/p/ce3dffe9edb962abc7761fb4144b9e14.png,photos\Videocon\VD-RUBY-80.png,1 Year Brand Warranty,daraz_scrape,9779765985999
Videocon,Air Cooler,air cooler,100,VD-MAHARAJA 100,Videocon Maharaja 100 Ltr Honeycomb Desert Cooler with Wheel,30000,"Videocon Maharaja 100: Powerful Cooling for Large Spaces Description: Experience exceptional cooling comfort with the powerful Videocon Maharaja 100 Commercial Air Cooler. Designed for large commercial areas, this heavy-duty cooler boasts a massive 100L tank capacity for extended, uninterrupted cooling. It's built for durability and performance, keeping your workspace, showroom, or even outdoor events comfortable even in scorching temperatures. Key Features & Benefits: Superior Cooling: Utilizing large and durable 16-inch fan blades rotating at 1350 RPM, the Maharaja 100 delivers a powerful and consistent air throw. The efficient Honeycomb Cooling Pads ensure long-lasting cooling performance with less frequent refills compared to traditional wood wool pads. Large Coverage: With its high airflow and powerful motor (195W), this cooler is ideal for large commercial spaces up to 75 square meters (800 sq ft). Note: The cooling area is an estimate and can vary depending on environmental conditions like humidity and ventilation. Uninterrupted Comfort: The immense 100-liter water tank minimizes refill frequency, allowing you to enjoy hours of cooling relief. A convenient water level indica","Brand: videocon; SKU: 129464446_NP-1037455046; Air Cooler Features: Portable,Remote control,Timer,Wheels included; Capacity: 100; Country Of Origin: India; Fan Speed (RPM): High; Model: VD-MAHARAJA 100","Brand: videocon | SKU: 129464446_NP-1037455046 | Air Cooler Features: Portable,Remote control,Timer,Wheels included | Capacity: 100 | Country Of Origin: India | Fan Speed (RPM): High | Model: VD-MAHARAJA 100",https://static-01.daraz.com.np/p/0c0896ba0c5415c7aa24c0fe0bb1ec5a.png,photos\Videocon\VD-MAHARAJA-100.png,1 Year Brand Warranty,daraz_scrape,9779765985999
Videocon,Air Cooler,air cooler,60,VD-SNOWCOOL 60,Videocon Snowcool 60 Ltr Honeycomb Desert Air Cooler with Wheel & Ice Chamber,19500,"Videocon SnowCool 60L: The Ultimate Desert Cooler for Summer Comfort Beat the scorching heat with the Videocon SnowCool 60L , a powerhouse designed to deliver high-performance cooling for large spaces. Combining a sleek design with heavy-duty engineering, this air cooler ensures your room stays fresh and breezy even during peak summer months. Key Performance Highlights Massive Air Delivery: With a powerful air delivery of 3800 cu.m/hr , this cooler can effectively circulate air across large living rooms, bedrooms, or office spaces. Superior Cooling Pads: Equipped with 3-sided Honeycomb cooling pads , it offers better water retention and faster evaporation compared to traditional wool pads, ensuring a consistent drop in temperature. Ice Chamber for Instant Chill: For those extra-hot days, the dedicated Ice Chamber allows you to add ice cubes, providing an instant blast of icy-cool air. Large 16-Inch Fan Blade: The 45.7cm (18-inch) fan blade is engineered for maximum throw, driven by a high-speed motor running at 1350 RPM . Smart & Efficient Features Inverter Compatible: Don't let power cuts ruin your comfort. The SnowCool is optimized to run efficiently on home inverters. Smart Humi","Brand: videocon; SKU: 290528356_NP-1341041744; Air Cooler Features: Portable,Timer,Wheels included; Capacity: 60; Country Of Origin: India; Fan Speed (RPM): High; Model: VD-SNOWCOOL 60","Brand: videocon | SKU: 290528356_NP-1341041744 | Air Cooler Features: Portable,Timer,Wheels included | Capacity: 60 | Country Of Origin: India | Fan Speed (RPM): High | Model: VD-SNOWCOOL 60",https://static-01.daraz.com.np/p/0f392a64c8a14f2d40060058a3a1ef27.png,photos\Videocon\VD-SNOWCOOL-60.png,1 Year Brand Warranty,daraz_scrape,9779765985999
Videocon,Air Cooler,air cooler,70,VD-THUNDER 70G,Videocon Thunder 70 Ltr Glass Top Honeycomb Desert Air Cooler with Wheel,20000,"Videocon Thunder 70G: Powerful Cooling Meets Elegant Design Beat the sweltering heat with the Videocon Thunder 70G , a high-performance desert air cooler engineered for large spaces and maximum comfort. Combining a massive 70L capacity with a sleek, modern aesthetic, this cooler is the perfect companion for those long summer afternoons. Key Features & Performance Superior Cooling Efficiency: Equipped with high-density Honeycomb Cooling Pads on 3 sides , the Thunder 70G ensures rapid evaporation and consistent chilling. Massive Air Delivery: With a powerful 16-inch fan blade and an impressive air throw of 5000 CU.M/HR , this unit can easily cool large rooms, keeping the air fresh and circulating. Ice Gel Technology: Includes 2 Ice Gel Packets to provide an extra boost of ""arctic"" air when the temperature peaks. Smart Humidity Control: Take command of your environment. The humidity control feature allows you to adjust moisture levels, preventing that ""sticky"" feeling common with standard coolers. Premium Build: Features a sophisticated Soft Close Glass Lid , adding a touch of luxury and durability to your home appliance. Highlights: VIDEOCON THUNDER 70G&nbsp; | | | | | | | | | | Tank","Brand: videocon; SKU: 129855721_NP-1037705832; Air Cooler Features: Portable,Timer,Wheels included; Capacity: 70; Country Of Origin: India; Fan Speed (RPM): High; Model: VD-THUNDER 70G","Brand: videocon | SKU: 129855721_NP-1037705832 | Air Cooler Features: Portable,Timer,Wheels included | Capacity: 70 | Country Of Origin: India | Fan Speed (RPM): High | Model: VD-THUNDER 70G",https://static-01.daraz.com.np/p/785cd9d9ce584633c6f76bb7130c4230.png,photos\Videocon\VD-THUNDER-70G.png,1 Year Brand Warranty,daraz_scrape,9779765985999
Videocon,Air Cooler,air cooler,65,VD-TOOFAN 65G,Videocon Toofan 65 Ltr Glass Top Honeycomb Desert Air Cooler with Wheel,19600,"Videocon Toofan 65G: Ultimate Desert Air Cooler Beat the scorching summer heat with the Videocon Toofan 65G , a high-performance desert cooler designed for those who demand powerful airflow and premium aesthetics. Whether it’s a large living room or an open office space, the Toofan 65G delivers a refreshing breeze that transforms your environment. Key Features & Benefits Massive 65L Tank Capacity: Enjoy uninterrupted cooling for hours. The large tank ensures you don't have to worry about frequent refills, making it perfect for overnight use. 3-Side Honeycomb Cooling: Equipped with high-efficiency honeycomb pads on three sides, this cooler provides superior water retention and faster evaporation for a significant drop in temperature. Superior Air Delivery: With an air throw of 5000 CU.M/HR and a powerful 16-inch fan blade , this unit ensures every corner of the room stays chilled. Premium Soft-Close Glass Lid: A touch of elegance for your home. The durable glass lid closes gently, protecting the ice chamber while adding a modern, sleek look. Ice Gel Packets Included: For those extra-hot days, the 2 included Ice Gel packets provide an ""Arctic blast"" effect, chilling the water instant","Brand: videocon; SKU: 1517675652_NP-12337028251; Air Cooler Features: Portable,Timer,Wheels included; Capacity: 65; Country Of Origin: India; Fan Speed (RPM): High; Model: VD-TOOFAN 65G","Brand: videocon | SKU: 1517675652_NP-12337028251 | Air Cooler Features: Portable,Timer,Wheels included | Capacity: 65 | Country Of Origin: India | Fan Speed (RPM): High | Model: VD-TOOFAN 65G",https://static-01.daraz.com.np/p/50ecc1aa0efdc8209493119c29560092.png,photos\Videocon\VD-TOOFAN-65G.png,1 Year Brand Warranty,daraz_scrape,9779765985999
Videocon,Microwave Oven,microwave oven,20 L,MH2044DB,"LG Brand 20 Liter Grill Microwave, Model-MH2044DB, 1 Year Warranty",17890,"Brand LG Combi Power (MW+Grill) 2000 W Watts Grill (Input) 980 W Watts Microwave (Output) 700 W Microwave Frequency(MHZ) 2450 No. Of Power Levels 5 Auto Defrost Yes Auto Cook Menu Yes Control (Manual/Digital) Membrane Type Capacity (Ltrs) 20 Dimensions 45.5 x 26 x 34 cm Highlights: Healthy &amp; Tasty Cooking | | | | Quartz Heater | | | | i-wave | | | | Auto Cook Menu | | | | Anti Bacteria Cavity | | | | Energy Saving | | | | Net Weight = 9.6 Kg | | | | Gross Weight =&nbsp;10.6 Kg | | | | 1 Year Warranty | [ Excluding Main Door, Door Plastic, Cooking Glass, Accessories ]","Brand: LG; SKU: 128174634_NP-1035290010; Return Policy: Any return request should be made within 48 hours after the product is delivered.; Model: MH2044DB; Warranty Policy EN: 1 Year Warranty [ Excluding Main Door, Door Plastic, Cooking Glass, Accessories ]","Brand: LG | SKU: 128174634_NP-1035290010 | Return Policy: Any return request should be made within 48 hours after the product is delivered. | Model: MH2044DB | Warranty Policy EN: 1 Year Warranty [ Excluding Main Door, Door Plastic, Cooking Glass, Accessories ]",https://static-01.daraz.com.np/p/befb0d3430ef4550b25c4a643ea95371.jpg,photos\Videocon\MH2044DB.jpg,"1 Year Warranty [ Excluding Main Door, Door Plastic, Cooking Glass, Accessories ]",daraz_scrape,9779765985999
Videocon,Microwave Oven,microwave oven,350,VD350SC,Videocon 350Ltrs VISI Chiller (VD350SC),80500,"Product Description: Introducing the Videocon 350Ltrs VISI Chiller (VD350SC), an upright freezer with a capacity of 350 litres. This freezer is designed for efficient storage and easy access to frozen goods. With auto defrost functionality, it ensures hassle-free maintenance. Ideal for home and commercial use, it offers ample space for storing a variety of frozen items. The sleek design and upright configuration make it a space-saving addition to any kitchen or storage area. Highlights: Videocon 350ltrs VISI Cooler Chiller | | Model no. VD350SC | | Capacity 350ltrs | | Mechanical Temp. Control | | Low Noise Working | | Internal Fan Circulation | | Advertisement Display | | Side LED Light&nbsp; | | Lock&nbsp; | | Bottle Opener | | Castor Wheel | | Double Layer Temper Glass",Brand: videocon; SKU: 129933857_NP-1037807220; Model: VD350SC; Auto Defrost: YES; Capacity: 350; Freezer Type: Upright,Brand: videocon | SKU: 129933857_NP-1037807220 | Model: VD350SC | Auto Defrost: YES | Capacity: 350 | Freezer Type: Upright,https://static-01.daraz.com.np/p/66c9e39ccbacf0177b4b3d0608276774.jpg,photos\Videocon\VD350SC.jpg,2 Years Brand Warranty,daraz_scrape,9779765985999
Videocon,Small Home Appliance,microwave oven,,VD-INF2200X,Videocon VD-INF2200X Infrared Stove (2200W),9000,"MODEL: VD-INF2200X WATTAGE: 2200 WATT FUNCTION- 8 PRESETS CERAMIC GLASS SURFACE GRILL PLATE INCLUDED WITH HANDLES DOUBLE LAYER COIL STIR-FRY, BBQ, PRESSURE COOKER, CURRY FUNCTON CHAPATI, SAUTE, MILK/TEA, DEEP FRY FUNCTION TIMER, SAFETY LOCK FEATHER TOUCH CONTROL 1 YEAR WARRANTY ON PRODUCT SIZE: 280X360X68 mm Highlights: MODEL: VD-INF2200X | | | | | | | | WATTAGE: 2200 WATT | | | | | | FUNCTION- 8 PRESETS | | | | | | CERAMIC GLASS SURFACE | | | | | | GRILL PLATE INCLUDED | | | | | | WITH HANDLES | | | | | | DOUBLE LAYER COIL | | | | | | STIR-FRY, BBQ, PRESSURE COOKER, CURRY FUNCTON | | | | | | CHAPATI, SAUTE, MILK/TEA, DEEP FRY FUNCTION | | | | | | TIMER, SAFETY LOCK | | | | | | FEATHER TOUCH CONTROL | | | | | | 1 YEAR WARRANTY ON PRODUCT | | | | | | SIZE: 280X360X68 mm",Brand: videocon; SKU: 1514758121_NP-12313700415; Country Of Origin: India; Cooktop Type: Free-standing; Wattage: 2200W; Type of infrared cooktops: Free-standing; Cooktop Surface: Induction; Type of induction cooktops: Free-standing; Number of hobs: 1; Model: VD-INF2200X,Brand: videocon | SKU: 1514758121_NP-12313700415 | Country Of Origin: India | Cooktop Type: Free-standing | Wattage: 2200W | Type of infrared cooktops: Free-standing | Cooktop Surface: Induction | Type of induction cooktops: Free-standing | Number of hobs: 1 | Model: VD-INF2200X,https://static-01.daraz.com.np/p/d317f7a605bf382c277eb0a5f8c35793.jpg,photos\Videocon\VD-INF2200X.jpg,1 Year Brand Warranty,daraz_scrape,9779765985999
Videocon,Refrigerator,refrigerator,185,2052TRBTV/TRWTV,Gem Refrigerator - 185 Ltr - Direct Cool - Trisha,33000,Gem Refrigerator Trisha | | | 185 LTR Refrigerator | | Toughened Glass Shelf | | Anti Bacterial Gasket | | LED Lights | | LOCK | | Large Vegetable Box | | Direct Cool | | 12 Years Compressor Warranty | | Large Handle&nbsp; | | 5 Star Energy Rating,"Brand: GEM; SKU: 128151886_NP-1035261043; Net Width (mm): 600; Refrigerator Capacity (L): 185; Refrigerator Type: Single Door; Number of doors: 1; Model: 2052TRBTV/TRWTV; Net Height (mm): 1150; Net Depth (mm): 700; Fridge Configuration: Freezer on top; Nofrost system: Direct Cool; Warranty Duration: 12 YEARS; Refrigerator Features: Adjustable Shelves,Built-in Filter,Toughened Glass Shelves; Inverter type air-conditioner: No; Energy Rating: 5 STAR","Brand: GEM | SKU: 128151886_NP-1035261043 | Net Width (mm): 600 | Refrigerator Capacity (L): 185 | Refrigerator Type: Single Door | Number of doors: 1 | Model: 2052TRBTV/TRWTV | Net Height (mm): 1150 | Net Depth (mm): 700 | Fridge Configuration: Freezer on top | Nofrost system: Direct Cool | Warranty Duration: 12 YEARS | Refrigerator Features: Adjustable Shelves,Built-in Filter,Toughened Glass Shelves | Inverter type air-conditioner: No | Energy Rating: 5 STAR",https://static-01.daraz.com.np/p/8d225cb9a1a9fd5cafc32e64d67f46c4.png,photos\Videocon\2052TRBTV-TRWTV.png,12 Years Brand Warranty,daraz_scrape,9779765985999
Videocon,Refrigerator,refrigerator,275,RD-31DC4SA,HISENSE 275 Liters  Bottom Mount Refrigerator - (RD-31DC4SA) Black,63990,"Hisense double door refrigerator Introduction The HISENSE Double Door Refrigerator 275 Ltr Bottom Mount Defrost (RD-31DC4SA) is an outstanding appliance designed for those who seek both functionality and modern aesthetics in their kitchen. With its ample storage capacity, innovative features, and sleek design, this Hisense model is perfect for medium to large households. Available at Electrosewa in Nepal at the best price, this refrigerator is engineered to enhance your kitchen experience while keeping your food fresh and organized. Key Features 275-Liter Capacity The Hisense Double Door Refrigerator provides a spacious 275 liters of storage capacity, accommodating the needs of medium to large families. This generous space ensures you have ample room to store all your groceries, beverages, and frozen items, making it ideal for busy households. Double Door Design Featuring a stylish double door design with a bottom mount freezer, this refrigerator enhances accessibility and convenience. The refrigerator compartment is positioned at eye level, making it easy to access fresh food items, while the freezer is located at the bottom for efficient use of space. Bottom Mount Freezer The bot","Brand: hisense; SKU: 129809619_NP-1037653819; Refrigerator Type: Double Door; Net Depth (mm): 625; Refrigerator Features: Adjustable Shelves,Toughened Glass Shelves; Net Height (mm): 1560; Energy Rating: A+; Refrigerator Capacity (L): 275; Net Width (mm): 715; Warranty Duration: 1 year Full Service Warranty & 10 Years Warranty on Compressor; Inverter type air-conditioner: No; Number of doors: 2; Fridge Configuration: Freezer on bottom; Country Of Origin: China; Nofrost system: Frost Free; Model: RD-31DC4SA; Warranty Policy EN: 1 year Full Service Warranty & 10 Years Warranty on Compressor","Brand: hisense | SKU: 129809619_NP-1037653819 | Refrigerator Type: Double Door | Net Depth (mm): 625 | Refrigerator Features: Adjustable Shelves,Toughened Glass Shelves | Net Height (mm): 1560 | Energy Rating: A+ | Refrigerator Capacity (L): 275 | Net Width (mm): 715 | Warranty Duration: 1 year Full Service Warranty & 10 Years Warranty on Compressor | Inverter type air-conditioner: No | Number of doors: 2 | Fridge Configuration: Freezer on bottom | Country Of Origin: China | Nofrost system: Frost Free | Model: RD-31DC4SA | Warranty Policy EN: 1 year Full Service Warranty & 10 Years Warranty on Compressor",https://static-01.daraz.com.np/p/b83bda9deab60e5859bdb8fb79fce7ea.jpg,photos\Videocon\RD-31DC4SA.jpg,1 year Full Service Warranty & 10 Years Warranty on Compressor,daraz_scrape,9779765985999
Videocon,Refrigerator,Single Door Direct Cool,190 L,VR-190SD,Videocon 190L Single Door Direct Cool Refrigerator (Floral),28990,Videocon 190L Direct Cool single door refrigerator with floral finish and high-efficiency compressor.,Capacity: 190L | Single Door Direct Cool | Floral Toughened Glass Door | Fast Freezing Chamber | Anti-Bacterial Gasket,Capacity: 190L | Single Door Direct Cool | Floral Toughened Glass Door | Fast Freezing Chamber | Anti-Bacterial Gasket,https://static-01.daraz.com.np/p/videocon-190l-single-door-fridge.jpg,,1 Year Comprehensive + 5 Years on Compressor,daraz_market,9779765985999
Videocon,Refrigerator,refrigerator,120,VD70SH,Videocon Life 70 LTR Single Door Direct Cool Refrigerator Mini Bar 5 Star Steel Color VCM,22500,"Videocon Life 70 LTR Direct Cool Refrigerator – Stabilizer Free with Toughened Glass Shelves & Ice Freezer Product Overview: Experience efficient cooling and long-lasting freshness with the Videocon Life 70 LTR Direct Cool Refrigerator . Designed proudly in India, this refrigerator combines durability with smart storage solutions.With Stabilizer Free Operation , it is built to withstand voltage fluctuations, ensuring your food stays safe and fresh. Key Features: Capacity: 70 Liters (Ideal for Office, Bedroom, Hote lroom, Shop). Smart Storage: Features Adjustable Toughened Glass Shelves capable of holding heavy utensils. Extended Freshness: The Crisper Humidity Controller maintains optimal moisture levels to keep vegetables crisp for longer. Freezer: Extra space for ice cream, frozen foods, and ice. Hygiene & Safety: Equipped with an Anti-Bacterial Gasket to prevent germ build-up and a Door Lock for security. Convenience: Includes a bright LED Light , Chiller Zone , and Ice Tray . Reliability: Stabilizer Free Operation protects the motor during power fluctuations. Origin: Made in India . Highlights: Videocon Life 70 LTR Direct Cool Refrigerator | | | | | | Model: VD-70SH | | | | | |","Brand: videocon; SKU: 511140882_NP-2289460850; Refrigerator Type: Single Door; Net Depth (mm): 490; Refrigerator Features: Adjustable Shelves,Door in Door,Built-in Filter; Net Height (mm): 554; Energy Rating: 5 STAR; Refrigerator Capacity (L): 120; Net Width (mm): 465; Warranty Duration: 10 YEARS ON COMPRESSOR, 2 YEARS COMPLETE; Number of doors: 1; Fridge Configuration: Compact; Country Of Origin: INDIA; Nofrost system: Direct Cool; Model: VD70SH","Brand: videocon | SKU: 511140882_NP-2289460850 | Refrigerator Type: Single Door | Net Depth (mm): 490 | Refrigerator Features: Adjustable Shelves,Door in Door,Built-in Filter | Net Height (mm): 554 | Energy Rating: 5 STAR | Refrigerator Capacity (L): 120 | Net Width (mm): 465 | Warranty Duration: 10 YEARS ON COMPRESSOR, 2 YEARS COMPLETE | Number of doors: 1 | Fridge Configuration: Compact | Country Of Origin: INDIA | Nofrost system: Direct Cool | Model: VD70SH",https://static-01.daraz.com.np/p/2858a27d51a812dbf5453fdfeb889650.png,photos\Videocon\VD70SH.png,"If your product does not come with any warranty, then you can still benefit from our return policy. Please read the return policy conditions here .",daraz_scrape,9779765985999
